#,DateTime,Architecture,File,Total Elapsed Time (sec),Cumulative Package Energy_0 (mWh),Cumulative IA Energy_0 (mWh),Cumulative DRAM Energy_0 (mWh),Cumulative Package Energy_0 (Joules),Cumulative IA Energy_0 (Joules),Cumulative DRAM Energy_0 (Joules), Package Temperature_0 (C)
1,01-11-23T18-26-30,micro,api-baseline,16.071063,33.450673,29.173245,3.254327,120.422424,105.023682,11.715576,60.25
1,01-11-23T18-26-30,micro,api-monitor,16.072133,11.521301,7.215593,3.217638,41.476685,25.976135,11.583496,45.0625
1,01-11-23T18-26-30,micro,frontend-baseline,51.248062,20.000085,9.684889,9.701080,72.000305,34.865601,34.923889,40.333333333333336
1,01-11-23T18-26-30,micro,frontend-monitor,51.262493,132.619222,115.015801,14.096086,477.429199,414.056885,50.745911,45.588235294117645
10,01-11-23T18-26-30,micro,api-baseline,16.110171,7.167494,3.774143,3.133206,25.802979,13.586914,11.279541,35.75
10,01-11-23T18-26-30,micro,api-monitor,16.104695,7.804820,4.470452,3.082513,28.097351,16.093628,11.097046,37.8125
10,01-11-23T18-26-30,micro,frontend-baseline,51.219771,20.399916,10.100267,9.741041,73.439697,36.360962,35.067749,36.11764705882353
10,01-11-23T18-26-30,micro,frontend-monitor,51.217712,115.588430,99.004584,13.663584,416.118347,356.416504,49.188904,41.254901960784316
11,01-11-23T18-26-30,micro,api-baseline,16.092552,6.229333,2.980821,3.092804,22.425598,10.730957,11.134094,35.3125
11,01-11-23T18-26-30,micro,api-monitor,16.072827,6.042904,2.899034,3.041755,21.754456,10.436523,10.950317,34.6875
11,01-11-23T18-26-30,micro,frontend-baseline,51.290421,18.997888,8.883735,9.747806,68.392395,31.981445,35.092102,35.27450980392157
11,01-11-23T18-26-30,micro,frontend-monitor,51.311314,119.702115,102.175225,13.935343,430.927612,367.830811,50.167236,41.1764705882353
12,01-11-23T18-26-30,micro,api-baseline,16.090772,8.433329,4.646878,3.117981,30.359985,16.728760,11.224731,38.3125
12,01-11-23T18-26-30,micro,api-monitor,16.112015,6.978082,3.529612,3.114929,25.121094,12.706604,11.213745,34.125
12,01-11-23T18-26-30,micro,frontend-baseline,51.273492,19.715457,9.464247,9.774390,70.975647,34.071289,35.187805,34.1764705882353
12,01-11-23T18-26-30,micro,frontend-monitor,51.283451,113.496552,96.613736,13.900553,408.587585,347.809448,50.041992,40.8235294117647
13,01-11-23T18-26-30,micro,api-baseline,16.078676,5.957557,2.822350,3.042942,21.447205,10.160461,10.954590,35.875
13,01-11-23T18-26-30,micro,api-monitor,16.091876,5.574358,2.456021,3.041416,20.067688,8.841675,10.949097,34.0
13,01-11-23T18-26-30,micro,frontend-baseline,51.303069,19.368574,9.014825,9.820116,69.726868,32.453369,35.352417,34.35294117647059
13,01-11-23T18-26-30,micro,frontend-monitor,51.225849,118.205922,100.952216,13.971693,425.541321,363.427979,50.298096,40.8235294117647
14,01-11-23T18-26-30,micro,api-baseline,16.101089,9.743686,5.281694,3.378940,35.077271,19.014099,12.164185,34.75
14,01-11-23T18-26-30,micro,api-monitor,16.059193,5.951148,2.806905,3.055369,21.424133,10.104858,10.999329,34.25
14,01-11-23T18-26-30,micro,frontend-baseline,51.247624,25.418464,15.033620,9.718509,91.506470,54.121033,34.986633,35.588235294117645
14,01-11-23T18-26-30,micro,frontend-monitor,51.255292,116.826477,99.167277,14.007653,420.575317,357.002197,50.427551,40.529411764705884
15,01-11-23T18-26-30,micro,api-baseline,16.075355,17.167087,12.512529,3.228116,61.801514,45.045105,11.621216,38.8125
15,01-11-23T18-26-30,micro,api-monitor,16.100644,5.765279,2.577549,3.074612,20.755005,9.279175,11.068604,34.1875
15,01-11-23T18-26-30,micro,frontend-baseline,51.281266,20.672302,10.214098,9.810316,74.420288,36.770752,35.317139,33.01960784313726
15,01-11-23T18-26-30,micro,frontend-monitor,51.283076,118.150957,100.773349,14.047411,425.343445,362.784058,50.570679,39.13725490196079
16,01-11-23T18-26-30,micro,api-baseline,16.101371,7.214864,3.887414,3.075884,25.973511,13.994690,11.073181,35.8125
16,01-11-23T18-26-30,micro,api-monitor,16.080570,6.273109,3.096076,3.063134,22.583191,11.145874,11.027283,33.5
16,01-11-23T18-26-30,micro,frontend-baseline,51.283821,23.603736,12.055088,10.092027,84.973450,43.398315,36.331299,33.84313725490196
16,01-11-23T18-26-30,micro,frontend-monitor,51.226510,125.589650,106.542324,14.248759,452.122742,383.552368,51.295532,40.294117647058826
17,01-11-23T18-26-30,micro,api-baseline,16.084321,6.591034,3.377296,3.061133,23.727722,12.158264,11.020081,35.5
17,01-11-23T18-26-30,micro,api-monitor,16.080085,21.897481,16.203495,3.150228,78.830933,58.332581,11.340820,37.5
17,01-11-23T18-26-30,micro,frontend-baseline,51.180747,50.000509,32.045237,9.739651,180.001831,115.362854,35.062744,39.23529411764706
17,01-11-23T18-26-30,micro,frontend-monitor,51.247011,114.067383,97.380439,13.835619,410.642578,350.569580,49.808228,42.11764705882353
18,01-11-23T18-26-30,micro,api-baseline,16.103358,6.675788,3.283115,3.079597,24.032837,11.819214,11.086548,36.9375
18,01-11-23T18-26-30,micro,api-monitor,16.073308,6.277941,3.098365,3.054165,22.600586,11.154114,10.994995,34.25
18,01-11-23T18-26-30,micro,frontend-baseline,51.220393,20.124851,9.714576,9.747247,72.449463,34.972473,35.090088,36.21568627450981
18,01-11-23T18-26-30,micro,frontend-monitor,51.271242,115.174764,98.072730,13.825667,414.629150,353.061829,49.772400,42.11764705882353
19,01-11-23T18-26-30,micro,api-baseline,16.109654,6.202359,2.947015,3.076274,22.328491,10.609253,11.074585,36.75
19,01-11-23T18-26-30,micro,api-monitor,16.086460,5.666267,2.505120,3.065440,20.398560,9.018433,11.035583,35.0625
